source,target,value
BH061,BH073,0.9667
BH061,BH078,0.9596
BH061,BH082,0.9031
BH061,BH087,0.9132
BH061,BH098,0.9693
BH061,BH099,0.9005
BH062,BH075,0.9358
BH062,BH079,0.9164
BH062,BH084,0.9919
BH062,BH093,0.9003
BH062,BH096,0.9774
BH063,BH070,0.9585
BH063,BH088,0.9714
BH063,BH092,0.9005
BH063,BH095,0.9542
BH063,BH098,0.9568
BH064,BH070,0.9656
BH064,BH082,0.9278
BH064,BH087,0.9083
BH064,BH092,0.9383
BH064,BH099,0.9463
BH064,BH102,0.9006
BH065,BH068,0.9659
BH065,BH069,0.9722
BH065,BH077,0.9517
BH065,BH082,0.9691
BH065,BH086,0.9196
BH065,BH089,0.9233
BH065,BH093,0.9613
BH065,BH094,0.9456
BH065,BH097,0.9227
BH066,BH067,0.9561
BH066,BH074,0.9817
BH066,BH078,0.9073
BH066,BH079,0.9458
BH066,BH081,0.9732
BH066,BH084,0.957
BH066,BH086,0.9237
BH066,BH092,0.9531
BH066,BH096,0.9297
BH066,BH098,0.9419
BH067,BH070,0.9331
BH067,BH073,0.9165
BH067,BH077,0.9619
BH067,BH084,0.9446
BH067,BH087,0.9391
BH067,BH090,0.9647
BH067,BH092,0.917
BH067,BH101,0.962
BH068,BH073,0.9483
BH068,BH074,0.9318
BH068,BH085,0.9613
BH068,BH087,0.9376
BH068,BH094,0.9639
BH068,BH099,0.9355
BH068,BH100,0.9072
BH069,BH076,0.9824
BH069,BH087,0.9682
BH069,BH092,0.9382
BH070,BH072,0.9827
BH070,BH079,0.9156
BH070,BH086,0.9377
BH070,BH091,0.9112
BH071,BH076,0.9223
BH071,BH080,0.9652
BH071,BH082,0.9163
BH071,BH085,0.9934
BH071,BH086,0.98
BH071,BH087,0.9566
BH071,BH090,0.9119
BH071,BH101,0.9689
BH071,BI080,0.9337
BH072,BH075,0.9815
BH072,BH084,0.9249
BH072,BH086,0.9864
BH072,BH088,0.9651
BH072,BH099,0.9851
BH073,BH074,0.9683
BH073,BH077,0.9414
BH073,BH080,0.9274
BH073,BH086,0.96
BH073,BH088,0.9431
BH073,BH089,0.941
BH073,BH093,0.9238
BH073,BH096,0.9396
BH073,BH101,0.9259
BH073,BH102,0.9296
BH074,BH077,0.9305
BH074,BH084,0.9673
BH074,BH089,0.9228
BH074,BH090,0.9115
BH074,BH096,0.9736
BH074,BH102,0.9142
BH075,BH082,0.9188
BH075,BH085,0.9748
BH075,BH089,0.9541
BH075,BH102,0.9409
BH076,BH081,0.9071
BH076,BH088,0.9492
BH076,BH093,0.9533
BH076,BH095,0.9389
BH076,BH101,0.9696
BH077,BH080,0.9717
BH077,BH090,0.9658
BH077,BH100,0.9393
BH078,BH090,0.9254
BH078,BH092,0.9268
BH078,BH097,0.9509
BH079,BH087,0.9333
BH079,BH093,0.9577
BH079,BH098,0.9574
BH080,BH086,0.9028
BH080,BH090,0.9361
BH080,BH094,0.9808
BH081,BH082,0.9196
BH081,BH087,0.9702
BH081,BH089,0.9461
BH081,BH099,0.9685
BH082,BH089,0.9822
BH083,BH084,0.9748
BH083,BH085,0.9341
BH083,BH095,0.9587
BH083,BH096,0.9207
BH083,BH101,0.9594
BH084,BH091,0.9254
BH084,BH096,0.9527
BH084,BH098,0.9037
BH085,BH092,0.9563
BH086,BH095,0.9256
BH086,BH096,0.9426
BH086,BH098,0.9133
BH086,BH099,0.9311
BH086,BH101,0.9014
BH087,BH099,0.977
BH088,BH096,0.9201
BH088,BH097,0.9869
BH088,BH100,0.9615
BH088,BH102,0.9519
BH089,BH094,0.9827
BH089,BH098,0.9465
BH090,BH091,0.9376
BH090,BH092,0.9921
BH090,BH102,0.9525
BH091,BH093,0.9217
BH091,BH094,0.9326
BH092,BH096,0.9461
BH092,BH100,0.9833
BH094,BH096,0.9421
BH095,BH099,0.9319
BH095,BH102,0.943
BH096,BH101,0.993
BH098,BH100,0.9396
BH098,BH102,0.9604
BI001,BI003,0.9766
BI001,BI005,0.9108
BI001,BI009,0.9873
BI001,BI016,0.912
BI001,BI032,0.9266
BI001,BI034,0.918
BI001,BI040,0.9675
BI001,BI042,0.97
BI001,BI045,0.9459
BI001,BI047,0.9174
BI001,BI048,0.9312
BI001,BI050,0.9094
BI001,BI054,0.9101
BI001,BI055,0.9466
BI001,BI066,0.9386
BI001,BI074,0.9575
BI001,BI077,0.9472
BI001,BI081,0.9494
BI001,BI084,0.9787
BI001,BI088,0.9498
BI001,BI094,0.9434
BI001,BI096,0.9562
BI001,BI098,0.9319
BI001,BI102,0.9168
BI001,BJ068,0.9477
BI002,BI005,0.9363
BI002,BI014,0.9376
BI002,BI032,0.9727
BI002,BI033,0.913
BI002,BI034,0.9832
BI002,BI037,0.9347
BI002,BI038,0.9812
BI002,BI041,0.965
BI002,BI049,0.9009
BI002,BI051,0.9448
BI002,BI057,0.9399
BI002,BI067,0.9647
BI002,BI069,0.9618
BI002,BI071,0.9555
BI002,BI077,0.9507
BI002,BI078,0.9638
BI002,BI079,0.9202
BI002,BI083,0.9096
BI002,BI093,0.9646
BI002,BI094,0.9016
BI002,BI103,0.9213
BI003,BI008,0.915
BI003,BI012,0.9018
BI003,BI021,0.9521
BI003,BI024,0.9692
BI003,BI032,0.9627
BI003,BI033,0.9218
BI003,BI045,0.9187
BI003,BI047,0.915
BI003,BI048,0.9183
BI003,BI059,0.9626
BI003,BI064,0.9008
BI003,BI065,0.9414
BI003,BI066,0.9156
BI003,BI072,0.949
BI003,BI073,0.9176
BI003,BI076,0.9726
BI003,BI077,0.9793
BI003,BI081,0.9104
BI003,BI082,0.965
BI003,BI083,0.9606
BI003,BI088,0.9451
BI003,BI094,0.9553
BI003,BI100,0.9729
BI003,BI102,0.9445
BI004,BI007,0.9476
BI004,BI010,0.9171
BI004,BI013,0.9612
BI004,BI020,0.9322
BI004,BI024,0.9073
BI004,BI026,0.9103
BI004,BI033,0.9181
BI004,BI034,0.9487
BI004,BI035,0.9157
BI004,BI043,0.959
BI004,BI045,0.9669
BI004,BI049,0.9094
BI004,BI051,0.9143
BI004,BI059,0.9766
BI004,BI060,0.9729
BI004,BI063,0.9679
BI004,BI069,0.9212
BI004,BI075,0.9621
BI004,BI078,0.926
BI004,BI082,0.9681
BI004,BI091,0.903
BI005,BI006,0.9294
BI005,BI007,0.9578
BI005,BI008,0.9019
BI005,BI015,0.9041
BI005,BI018,0.9784
BI005,BI020,0.9861
BI005,BI022,0.9332
BI005,BI024,0.942
BI005,BI028,0.9673
BI005,BI051,0.9609
BI005,BI055,0.9511
BI005,BI061,0.9068
BI005,BI064,0.9624
BI005,BI072,0.9671
BI005,BI077,0.9125
BI005,BI080,0.9457
BI005,BI081,0.9569
BI005,BI101,0.958
BI006,BI010,0.9149
BI006,BI013,0.9492
BI006,BI021,0.9726
BI006,BI023,0.9109
BI006,BI036,0.9593
BI006,BI039,0.96
BI006,BI041,0.9305
BI006,BI048,0.9308
BI006,BI058,0.914
BI006,BI061,0.9746
BI006,BI070,0.9075
BI006,BI072,0.9337
BI006,BI080,0.9607
BI006,BI081,0.9367
BI006,BI085,0.9582
BI006,BI090,0.9248
BI006,BI092,0.926
BI006,BI095,0.9348
BI006,BI099,0.9171
BI006,BI103,0.9384
BI006,BI104,0.9724
BI007,BI010,0.9308
BI007,BI012,0.9002
BI007,BI020,0.9281
BI007,BI021,0.9378
BI007,BI023,0.9195
BI007,BI024,0.9636
BI007,BI042,0.9319
BI007,BI044,0.9481
BI007,BI047,0.9359
BI007,BI049,0.9109
BI007,BI053,0.928
BI007,BI064,0.9722
BI007,BI068,0.9883
BI007,BI071,0.9438
BI007,BI073,0.9177
BI007,BI076,0.9723
BI007,BI078,0.9055
BI007,BI081,0.9686
BI007,BI082,0.9371
BI007,BI086,0.9525
BI007,BI099,0.9608
BI007,BI100,0.9279
BI007,BI101,0.9203
BI008,BI009,0.9299
BI008,BI013,0.968
BI008,BI023,0.9389
BI008,BI029,0.9513
BI008,BI036,0.91
BI008,BI039,0.9133
BI008,BI043,0.9835
BI008,BI048,0.9318
BI008,BI055,0.905
BI008,BI061,0.9203
BI008,BI064,0.9354
BI008,BI066,0.9921
BI008,BI067,0.9463
BI008,BI076,0.9036
BI008,BI083,0.9444
BI008,BI085,0.9775
BI008,BI090,0.9126
BI009,BI012,0.9216
BI009,BI022,0.9241
BI009,BI028,0.9626
BI009,BI036,0.9292
BI009,BI041,0.9836
BI009,BI044,0.9377
BI009,BI057,0.9662
BI009,BI065,0.9288
BI009,BI072,0.9438
BI009,BI074,0.9122
BI009,BI084,0.9185
BI009,BI086,0.9667
BI009,BI102,0.9207
BI010,BI014,0.9544
BI010,BI018,0.9691
BI010,BI019,0.9505
BI010,BI026,0.9294
BI010,BI028,0.9524
BI010,BI031,0.927
BI010,BI035,0.9378
BI010,BI043,0.9172
BI010,BI047,0.9271
BI010,BI050,0.9119
BI010,BI057,0.9033
BI010,BI058,0.9186
BI010,BI059,0.9198
BI010,BI063,0.9769
BI010,BI067,0.974
BI010,BI071,0.9736
BI010,BI072,0.9279
BI010,BI073,0.9672
BI010,BI074,0.9369
BI010,BI078,0.9271
BI010,BI085,0.9285
BI010,BI088,0.913
BI010,BI093,0.9105
BI010,BI102,0.9282
BI011,BI019,0.9381
BI011,BI037,0.9599
BI011,BI038,0.9124
BI011,BI047,0.9617
BI011,BI048,0.935
BI011,BI056,0.9651
BI011,BI058,0.9446
BI011,BI060,0.9623
BI011,BI078,0.9706
BI011,BI079,0.9007
BI011,BI088,0.9069
BI011,BI090,0.9298
BI011,BI091,0.9746
BI011,BI093,0.9517
BI011,BI097,0.9168
BI011,BI099,0.9059
BI011,BI104,0.9177
BI012,BI015,0.9211
BI012,BI027,0.9605
BI012,BI038,0.9137
BI012,BI039,0.9356
BI012,BI050,0.9282
BI012,BI060,0.915
BI012,BI069,0.9785
BI012,BI070,0.9744
BI012,BI079,0.9016
BI012,BI084,0.9062
BI012,BI086,0.9754
BI012,BI087,0.9664
BI012,BI091,0.9599
BI012,BI092,0.9039
BI012,BI096,0.9361
BI012,BI099,0.9515
BI012,BI102,0.9834
BI013,BI019,0.9592
BI013,BI020,0.9825
BI013,BI024,0.9691
BI013,BI029,0.9694
BI013,BI031,0.9614
BI013,BI035,0.9411
BI013,BI049,0.9411
BI013,BI051,0.9539
BI013,BI054,0.967
BI013,BI060,0.9762
BI013,BI062,0.9063
BI013,BI065,0.9693
BI013,BI068,0.9187
BI013,BI072,0.9021
BI013,BI075,0.9081
BI013,BI077,0.9171
BI013,BI089,0.935
BI013,BI090,0.9715
BI013,BI095,0.9509
BI013,BI100,0.9802
BI013,BI102,0.9661
BI014,BI029,0.9653
BI014,BI031,0.9444
BI014,BI039,0.9595
BI014,BI040,0.9303
BI014,BI046,0.9172
BI014,BI048,0.9537
BI014,BI053,0.9448
BI014,BI063,0.9517
BI014,BI068,0.9196
BI014,BI079,0.9417
BI014,BI088,0.9143
BI014,BI090,0.9018
BI014,BI092,0.9203
BI014,BI094,0.9128
BI014,BI097,0.9234
BI014,BI101,0.9241
BI015,BI017,0.9042
BI015,BI027,0.9442
BI015,BI029,0.9415
BI015,BI032,0.9948
BI015,BI049,0.9053
BI015,BI051,0.9169
BI015,BI052,0.9085
BI015,BI058,0.9052
BI015,BI059,0.9196
BI015,BI061,0.9532
BI015,BI075,0.9342
BI015,BI078,0.9738
BI015,BI079,0.9838
BI015,BI080,0.9314
BI015,BI092,0.9016
BI015,BI102,0.9412
BI015,BI103,0.9384
BI015,BI104,0.9019
BI016,BI026,0.9122
BI016,BI028,0.9402
BI016,BI029,0.9218
BI016,BI034,0.9388
BI016,BI037,0.9077
BI016,BI041,0.9179
BI016,BI047,0.9731
BI016,BI050,0.9919
BI016,BI056,0.9714
BI016,BI061,0.9395
BI016,BI074,0.9578
BI016,BI079,0.9803
BI016,BI083,0.9365
BI016,BI086,0.949
BI016,BI089,0.9323
BI016,BI091,0.9066
BI016,BI096,0.9847
BI016,BI097,0.9034
BI017,BI023,0.9104
BI017,BI027,0.9381
BI017,BI033,0.9409
BI017,BI036,0.9002
BI017,BI047,0.9772
BI017,BI049,0.9058
BI017,BI054,0.9157
BI017,BI056,0.9672
BI017,BI057,0.9299
BI017,BI078,0.9213
BI017,BI086,0.9388
BI017,BI087,0.9517
BI017,BI094,0.9234
BI017,BI102,0.9363
BI018,BI021,0.9462
BI018,BI031,0.9337
BI018,BI033,0.9204
BI018,BI040,0.9742
BI018,BI041,0.9464
BI018,BI044,0.9308
BI018,BI049,0.94
BI018,BI056,0.9031
BI018,BI072,0.9069
BI018,BI077,0.9514
BI018,BI083,0.9831
BI018,BI085,0.9648
BI018,BI096,0.9071
BI018,BI103,0.9254
BI018,BI104,0.9011
BI019,BI022,0.9516
BI019,BI026,0.9167
BI019,BI031,0.9086
BI019,BI039,0.9305
BI019,BI049,0.9055
BI019,BI053,0.9461
BI019,BI059,0.9731
BI019,BI067,0.9109
BI019,BI085,0.9233
BI019,BI087,0.9332
BI019,BI093,0.9099
BI019,BI096,0.9039
BI019,BI099,0.9328
BI019,BI103,0.9133
BI019,BJ047,0.9517
BI020,BI021,0.9715
BI020,BI026,0.9466
BI020,BI034,0.9612
BI020,BI035,0.9643
BI020,BI051,0.9097
BI020,BI052,0.9408
BI020,BI065,0.9409
BI020,BI067,0.9013
BI020,BI069,0.9367
BI020,BI071,0.9548
BI020,BI085,0.9033
BI020,BI087,0.9273
BI020,BI097,0.9881
BI020,BI103,0.9626
BI021,BI038,0.9415
BI021,BI039,0.932
BI021,BI040,0.9077
BI021,BI050,0.953
BI021,BI051,0.9523
BI021,BI057,0.9501
BI021,BI062,0.9652
BI021,BI069,0.9408
BI021,BI074,0.9458
BI021,BI076,0.9167
BI021,BI081,0.9491
BI021,BI089,0.949
BI021,BI090,0.924
BI021,BI098,0.9624
BI021,BI100,0.9698
BI021,BI103,0.9607
BI022,BI034,0.9193
BI022,BI036,0.9363
BI022,BI051,0.9117
BI022,BI053,0.9002
BI022,BI059,0.9489
BI022,BI070,0.9466
BI022,BI075,0.9598
BI022,BI077,0.9138
BI022,BI085,0.9643
BI022,BI102,0.9413
BI023,BI025,0.9484
BI023,BI029,0.944
BI023,BI039,0.9156
BI023,BI047,0.9543
BI023,BI050,0.9325
BI023,BI066,0.9397
BI023,BI068,0.9002
BI023,BI070,0.9336
BI023,BI071,0.969
BI023,BI075,0.9708
BI023,BI077,0.919
BI023,BI089,0.9229
BI023,BI091,0.9527
BI023,BI096,0.9197
BI023,BI098,0.9218
BI023,BI102,0.9161
BI023,BI104,0.9041
BI024,BI025,0.9685
BI024,BI028,0.9479
BI024,BI029,0.9602
BI024,BI044,0.9108
BI024,BI045,0.9498
BI024,BI048,0.9136
BI024,BI050,0.905
BI024,BI054,0.9558
BI024,BI055,0.9255
BI024,BI056,0.9035
BI024,BI060,0.9086
BI024,BI062,0.9686
BI024,BI065,0.9595
BI024,BI070,0.9198
BI025,BI027,0.9389
BI025,BI040,0.978
BI025,BI042,0.9865
BI025,BI047,0.9411
BI025,BI063,0.9854
BI025,BI064,0.9928
BI025,BI065,0.9135
BI025,BI068,0.9222
BI025,BI069,0.9512
BI025,BI084,0.9201
BI025,BI093,0.9951
BI025,BI095,0.9093
BI025,BI098,0.9635
BI026,BI032,0.9051
BI026,BI034,0.9823
BI026,BI036,0.9731
BI026,BI042,0.9074
BI026,BI049,0.9094
BI026,BI056,0.9461
BI026,BI057,0.9727
BI026,BI061,0.9036
BI026,BI072,0.9144
BI026,BI076,0.9125
BI026,BI085,0.9585
BI026,BI088,0.9371
BI026,BI090,0.9192
BI026,BI099,0.977
BI027,BI030,0.9709
BI027,BI031,0.9643
BI027,BI036,0.9184
BI027,BI037,0.9819
BI027,BI041,0.9091
BI027,BI058,0.9247
BI027,BI059,0.9411
BI027,BI060,0.9531
BI027,BI062,0.9034
BI027,BI064,0.9319
BI027,BI066,0.9783
BI027,BI068,0.9055
BI027,BI085,0.9377
BI027,BI090,0.9446
BI027,BI092,0.9303
BI027,BI099,0.9875
BI028,BI030,0.9165
BI028,BI035,0.9704
BI028,BI038,0.964
BI028,BI045,0.9409
BI028,BI048,0.9579
BI028,BI050,0.9059
BI028,BI051,0.9079
BI028,BI052,0.9342
BI028,BI058,0.9074
BI028,BI061,0.9751
BI028,BI062,0.9393
BI028,BI066,0.9817
BI028,BI074,0.91
BI028,BI084,0.9179
BI028,BI090,0.9821
BI028,BI091,0.985
BI028,BI092,0.9233
BI028,BI100,0.9658
BI028,BI104,0.9696
BI029,BI034,0.9125
BI029,BI043,0.9039
BI029,BI054,0.9208
BI029,BI058,0.9397
BI029,BI062,0.9348
BI029,BI064,0.9003
BI029,BI070,0.9372
BI029,BI073,0.9056
BI029,BI080,0.9021
BI029,BI084,0.9122
BI029,BI090,0.9277
BI029,BI091,0.9368
BI029,BI097,0.9405
BI029,BI099,0.923
BI030,BI031,0.9192
BI030,BI033,0.9317
BI030,BI041,0.9149
BI030,BI049,0.9424
BI030,BI062,0.954
BI030,BI063,0.9631
BI030,BI069,0.9589
BI030,BI077,0.937
BI030,BI081,0.9432
BI030,BI082,0.9678
BI030,BI086,0.938
BI030,BI088,0.9398
BI030,BI094,0.9039
BI030,BI097,0.9753
BI030,BI100,0.955
BI030,BI101,0.9503
BI031,BI032,0.9711
BI031,BI035,0.9904
BI031,BI051,0.9233
BI031,BI052,0.9302
BI031,BI053,0.9759
BI031,BI054,0.9021
BI031,BI060,0.9304
BI031,BI067,0.958
BI031,BI069,0.9512
BI031,BI070,0.9559
BI031,BI071,0.9459
BI031,BI072,0.9721
BI031,BI081,0.9055
BI031,BI099,0.9526
BI032,BI033,0.967
BI032,BI036,0.9711
BI032,BI044,0.9504
BI032,BI050,0.9495
BI032,BI055,0.9118
BI032,BI057,0.9596
BI032,BI074,0.9655
BI032,BI088,0.9526
BI032,BI091,0.9477
BI032,BI092,0.9663
BI032,BI096,0.9498
BI032,BI099,0.9094
BI032,BI102,0.9722
BI032,BJ103,0.9266
BI033,BI034,0.9781
BI033,BI037,0.9095
BI033,BI040,0.975
BI033,BI046,0.9118
BI033,BI057,0.9517
BI033,BI062,0.9737
BI033,BI063,0.9835
BI033,BI069,0.9717
BI033,BI073,0.9598
BI033,BI084,0.9345
BI033,BI088,0.9371
BI033,BI089,0.9542
BI033,BI095,0.9054
BI033,BI098,0.9448
BI033,BI103,0.9118
BI034,BI044,0.9125
BI034,BI048,0.9415
BI034,BI053,0.9319
BI034,BI057,0.917
BI034,BI061,0.9639
BI034,BI062,0.9154
BI034,BI065,0.9174
BI034,BI074,0.9753
BI034,BI075,0.901
BI034,BI080,0.9859
BI034,BI086,0.9522
BI034,BI097,0.9213
BI034,BJ077,0.9192
BI035,BI041,0.9787
BI035,BI048,0.9166
BI035,BI052,0.9291
BI035,BI054,0.9329
BI035,BI064,0.9793
BI035,BI068,0.9581
BI035,BI074,0.9453
BI035,BI082,0.9378
BI035,BI086,0.9551
BI035,BI096,0.9608
BI035,BI101,0.916
BI036,BI047,0.9854
BI036,BI050,0.9748
BI036,BI055,0.9771
BI036,BI057,0.9387
BI036,BI059,0.9057
BI036,BI077,0.9315
BI036,BI079,0.9178
BI036,BI082,0.9239
BI036,BI086,0.9268
BI036,BI089,0.9172
BI036,BI091,0.9132
BI036,BI100,0.9179
BI036,BJ106,0.9359
BI037,BI043,0.9604
BI037,BI045,0.9416
BI037,BI050,0.9447
BI037,BI061,0.9185
BI037,BI071,0.9485
BI037,BI078,0.9621
BI037,BI081,0.9712
BI037,BI087,0.9195
BI037,BI091,0.9246
BI037,BI097,0.978
BI038,BI041,0.9742
BI038,BI047,0.9119
BI038,BI056,0.9151
BI038,BI058,0.9709
BI038,BI062,0.926
BI038,BI070,0.9619
BI038,BI075,0.9318
BI038,BI083,0.9456
BI038,BI087,0.9698
BI038,BI092,0.9325
BI038,BI103,0.9479
BI039,BI047,0.9581
BI039,BI049,0.9604
BI039,BI052,0.9684
BI039,BI071,0.9101
BI039,BI098,0.9045
BI039,BI101,0.9745
BI039,BI103,0.9487
BI040,BI043,0.9044
BI040,BI058,0.9627
BI040,BI060,0.9404
BI040,BI063,0.9237
BI040,BI065,0.9032
BI040,BI069,0.9701
BI040,BI071,0.918
BI040,BI085,0.9569
BI040,BI087,0.906
BI040,BI088,0.9651
BI040,BI096,0.9177
BI040,BI098,0.9315
BI040,BI099,0.9125
BI040,BI101,0.9144
BI041,BI044,0.9331
BI041,BI059,0.9532
BI041,BI061,0.9234
BI041,BI063,0.9504
BI041,BI065,0.942
BI041,BI070,0.9427
BI041,BI071,0.982
BI041,BI078,0.9112
BI041,BI081,0.9029
BI041,BI083,0.9682
BI041,BI084,0.9019
BI041,BI091,0.9744
BI041,BI093,0.958
BI042,BI045,0.9297
BI042,BI047,0.9429
BI042,BI051,0.9419
BI042,BI055,0.9258
BI042,BI059,0.9481
BI042,BI063,0.9477
BI042,BI072,0.9718
BI042,BI081,0.9522
BI042,BI087,0.9402
BI042,BI090,0.9258
BI042,BI093,0.9429
BI043,BI044,0.9587
BI043,BI046,0.9402
BI043,BI053,0.9793
BI043,BI066,0.9412
BI043,BI080,0.9654
BI043,BI084,0.9339
BI043,BI085,0.902
BI043,BI091,0.9492
BI043,BI100,0.9007
BI043,BI103,0.9409
BI044,BI046,0.9066
BI044,BI056,0.9414
BI044,BI057,0.9839
BI044,BI059,0.9085
BI044,BI060,0.9461
BI044,BI062,0.9189
BI044,BI067,0.9469
BI044,BI076,0.9732
BI044,BI084,0.9547
BI044,BI094,0.9102
BI044,BI096,0.9209
BI044,BI101,0.9164
BI044,BI104,0.9022
BI045,BI047,0.9649
BI045,BI049,0.9115
BI045,BI054,0.9846
BI045,BI056,0.9258
BI045,BI062,0.9482
BI045,BI072,0.9473
BI045,BI077,0.9296
BI045,BI080,0.9649
BI045,BI085,0.9812
BI045,BI098,0.9126
BI045,BI102,0.9042
BI046,BI061,0.9798
BI046,BI071,0.929
BI046,BI072,0.9338
BI046,BI074,0.9718
BI046,BI083,0.9166
BI046,BI093,0.9129
BI046,BI094,0.906
BI046,BI095,0.9282
BI046,BI096,0.9514
BI046,BI099,0.9615
BI047,BI049,0.9734
BI047,BI062,0.9697
BI047,BI078,0.9049
BI047,BI090,0.9677
BI047,BI091,0.9592
BI047,BI093,0.9696
BI047,BI103,0.9598
BI048,BI052,0.9586
BI048,BI056,0.9579
BI048,BI060,0.9414
BI048,BI072,0.9093
BI048,BI079,0.9561
BI048,BI080,0.93
BI048,BI093,0.9052
BI048,BI095,0.952
BI049,BI053,0.9094
BI049,BI063,0.9281
BI049,BI069,0.9371
BI049,BI075,0.9853
BI049,BI092,0.9519
BI049,BI094,0.9042
BI049,BI096,0.9677
BI049,BI100,0.9295
BI049,BI103,0.919
BI050,BI053,0.9556
BI050,BI055,0.9357
BI050,BI058,0.96
BI050,BI060,0.9078
BI050,BI063,0.9263
BI050,BI069,0.9571
BI050,BI089,0.9157
BI050,BI098,0.9107
BI050,BI099,0.9019
BI050,BI103,0.9155
BI051,BI055,0.9485
BI051,BI059,0.9839
BI051,BI061,0.9048
BI051,BI070,0.9635
BI051,BI074,0.9451
BI051,BI076,0.9494
BI051,BI079,0.9436
BI051,BI085,0.9274
BI051,BI087,0.9136
BI051,BI090,0.9171
BI051,BI094,0.969
BI051,BI100,0.9336
BI052,BI055,0.9004
BI052,BI059,0.9821
BI052,BI061,0.9222
BI052,BI064,0.9406
BI052,BI066,0.953
BI052,BI068,0.9023
BI052,BI069,0.9345
BI052,BI071,0.9096
BI052,BI072,0.9076
BI052,BI079,0.9163
BI052,BI087,0.9084
BI052,BI092,0.9377
BI052,BI094,0.9043
BI053,BI059,0.9805
BI053,BI063,0.9303
BI053,BI070,0.9379
BI053,BI071,0.9796
BI053,BI074,0.9129
BI053,BI088,0.9354
BI053,BI090,0.9601
BI053,BI093,0.9488
BI053,BI094,0.9823
BI053,BI100,0.9234
BI053,BI103,0.9839
BI054,BI057,0.9684
BI054,BI066,0.9099
BI054,BI071,0.9185
BI054,BI083,0.9068
BI054,BI092,0.9827
BI055,BI057,0.9312
BI055,BI066,0.9625
BI055,BI068,0.9016
BI055,BI072,0.9364
BI055,BI073,0.9953
BI055,BI086,0.9383
BI055,BI088,0.9007
BI055,BI090,0.9104
BI055,BI093,0.9606
BI056,BI058,0.9495
BI056,BI060,0.915
BI056,BI072,0.923
BI056,BI076,0.9729
BI056,BI077,0.934
BI056,BI078,0.9586
BI056,BI085,0.927
BI056,BI090,0.97
BI056,BI093,0.9196
BI056,BI098,0.9068
BI056,BI100,0.9066
BI056,BI104,0.9545
BI057,BI062,0.9477
BI057,BI072,0.9006
BI057,BI075,0.9346
BI057,BI090,0.9429
BI057,BI093,0.9335
BI057,BI095,0.9279
BI057,BI101,0.9149
BI057,BI102,0.9388
BI058,BI060,0.9166
BI058,BI066,0.9306
BI058,BI067,0.9646
BI058,BI094,0.9019
BI058,BI096,0.9413
BI058,BI104,0.9426
BI059,BI060,0.9445
BI059,BI062,0.932
BI059,BI063,0.9826
BI059,BI064,0.9732
BI059,BI068,0.9496
BI059,BI069,0.9647
BI059,BI072,0.9352
BI059,BI074,0.9369
BI059,BI076,0.9082
BI059,BI082,0.9411
BI059,BI083,0.9428
BI059,BI088,0.9137
BI059,BI104,0.9817
BI060,BI073,0.9215
BI060,BI075,0.9681
BI060,BI078,0.903
BI060,BI083,0.9004
BI060,BI087,0.9342
BI060,BI095,0.9115
BI060,BI102,0.9319
BI061,BI062,0.9697
BI061,BI065,0.9632
BI061,BI067,0.9652
BI061,BI102,0.9372
BI062,BI070,0.961
BI062,BI077,0.9258
BI062,BI085,0.9201
BI062,BI093,0.9414
BI062,BI098,0.9271
BI062,BI100,0.9204
BI063,BI071,0.9284
BI063,BI073,0.9366
BI063,BI075,0.9703
BI063,BI080,0.9568
BI063,BI081,0.9337
BI063,BI088,0.978
BI063,BI099,0.9444
BI063,BI101,0.9511
BI064,BI070,0.9345
BI064,BI076,0.9046
BI064,BI081,0.9049
BI064,BI082,0.9124
BI064,BI087,0.9163
BI064,BI094,0.9346
BI064,BI098,0.9494
BI064,BI101,0.9379
BI064,BI103,0.9102
BI065,BI077,0.932
BI065,BI079,0.9067
BI065,BI082,0.9812
BI065,BI098,0.9587
BI066,BI068,0.9352
BI066,BI072,0.9054
BI066,BI074,0.9283
BI066,BI077,0.9764
BI066,BI091,0.9065
BI066,BI092,0.9602
BI066,BI100,0.9094
BI066,BI102,0.9428
BI067,BI070,0.9314
BI067,BI095,0.9241
BI067,BI099,0.9379
BI068,BI078,0.9152
BI068,BI079,0.9761
BI068,BI081,0.9339
BI068,BI085,0.9152
BI068,BI086,0.9484
BI068,BI093,0.9668
BI068,BI097,0.9421
BI068,BI101,0.964
BI068,BI102,0.9778
BI068,BI104,0.9566
BI068,BJ074,0.9893
BI069,BI072,0.9537
BI069,BI073,0.905
BI069,BI076,0.9305
BI069,BI083,0.9226
BI069,BI085,0.9483
BI069,BI088,0.9215
BI069,BI089,0.9496
BI069,BI091,0.9327
BI069,BI098,0.9117
BI069,BI102,0.9365
BI070,BI081,0.9452
BI070,BI097,0.9068
BI070,BI100,0.9697
BI071,BI073,0.927
BI071,BI090,0.9148
BI071,BI101,0.9581
BI071,BI103,0.9202
BI072,BI078,0.9015
BI072,BI087,0.9697
BI072,BI089,0.9422
BI072,BI091,0.9028
BI072,BI092,0.9017
BI072,BI094,0.9646
BI072,BI103,0.9427
BI073,BI090,0.9713
BI073,BI095,0.9096
BI073,BI100,0.9153
BI073,BI102,0.9477
BI073,BI104,0.9686
BI074,BI078,0.9608
BI074,BI079,0.9242
BI074,BI092,0.9504
BI074,BI104,0.9092
BI075,BI081,0.9754
BI075,BI094,0.9304
BI075,BI099,0.9373
